ProductID,Color,Material,Size,Capacity,Power_W,Voltage,Warranty_Months
8598,Black,Mesh,500ml,N/A,65,220V,38
8599,Red,Plastic,M,,120,230V,33
8600,White,Steel,15.6,1L,65,220V,16
8601,Grey,,15.6,750ml,,220V,46
8602,Black,Mesh,XL,750ml,N/A,N/A,-10
8603,,Metal,XXL,500ml,65,110V,-3
8604,Red,,,,,,-6
8605,Blue,Steel,L,,250,230V,19
8606,Blue,Mesh,XXL,,65,220V,22
8607,Blue,Steel,S,750ml,N/A,220V,46
8608,White,Mesh,,500ml,N/A,220V,-9
8609,Blue,,XXL,N/A,120,220V,24
8610,,Cotton,S,,250,,1
8611,Grey,Metal,15.6,750ml,120,230V,-3
8612,Blue,Mesh,750ml,,,,33
8613,Blue,Mesh,500ml,750ml,,110V,46
8614,White,Metal,,N/A,,,0
8615,Black,,750ml,500ml,65,N/A,22
8616,Blue,Plastic,S,,120,N/A,27
8617,,Plastic,XL,1L,120,N/A,44
8618,Red,Cotton,S,1L,120,220V,27
8619,Black,Metal,15.6,1L,65,,-8
8620,Blue,Cotton,S,1L,250,N/A,7
8621,,Mesh,500ml,1L,250,230V,-9
8622,,Metal,,750ml,250,N/A,32
8623,Red,Cotton,XXL,N/A,N/A,110V,35
8624,Black,Metal,15.6,,N/A,,21
8625,Blue,Metal,XXL,500ml,65,230V,47
8626,Red,Plastic,750ml,750ml,65,230V,19
8627,Blue,Cotton,L,1L,,110V,35
8628,White,Cotton,500ml,N/A,,220V,33
8629,,Metal,750ml,750ml,N/A,N/A,-12
8630,Silver,Cotton,500ml,N/A,,220V,23
8631,Grey,Cotton,15.6,N/A,65,230V,32
8632,,,M,750ml,250,N/A,39
8633,Silver,Mesh,M,500ml,250,N/A,1
8634,Silver,Metal,15.6,N/A,250,110V,37
8635,Silver,Cotton,M,,65,,-2
8636,Silver,Mesh,500ml,750ml,120,,4
8637,White,Plastic,M,,N/A,,21
8638,Red,Metal,XXL,,65,N/A,40
8639,Red,Steel,750ml,N/A,,,47
8640,Blue,Mesh,,1L,N/A,N/A,5
8641,Blue,Cotton,L,,120,,32
8642,Black,Mesh,500ml,500ml,,110V,1
8643,Black,Metal,M,N/A,120,230V,35
8644,,Metal,15.6,1L,250,220V,-10
8645,Red,Cotton,15.6,N/A,120,220V,31
8646,White,,M,N/A,,220V,6
8647,Black,Steel,500ml,N/A,N/A,220V,44
8648,Black,,XL,,,220V,17
8649,Red,Steel,15.6,N/A,65,110V,24
8650,Red,,XXL,,N/A,230V,2
8651,,Steel,XXL,500ml,,230V,12
8652,Grey,Cotton,500ml,500ml,120,110V,34
8653,Silver,Metal,S,750ml,120,220V,47
8654,Blue,,750ml,500ml,N/A,N/A,44
8655,Grey,Metal,XXL,500ml,N/A,N/A,8
8656,,Steel,15.6,N/A,,110V,5
8657,White,,15.6,500ml,65,N/A,-7
8658,White,Steel,L,750ml,N/A,230V,38
8659,Blue,Metal,S,750ml,N/A,230V,20
8660,Red,Cotton,750ml,750ml,N/A,230V,34
8661,Red,Steel,XL,1L,120,230V,44
8662,Grey,Plastic,XXL,1L,,,-1
8663,Grey,Plastic,S,1L,65,N/A,12
8664,Red,Metal,XXL,,65,N/A,-12
8665,White,Mesh,,1L,120,N/A,18
8666,Blue,,750ml,N/A,,110V,25
8667,Grey,Steel,XXL,,N/A,220V,47
8668,Red,Steel,XL,500ml,N/A,110V,-8
8669,White,Plastic,L,1L,120,N/A,2
8670,Silver,Steel,15.6,1L,250,230V,20
8671,White,Steel,750ml,750ml,N/A,230V,42
8672,White,Steel,L,,250,220V,27
8673,Red,Metal,L,500ml,N/A,220V,29
8674,Red,Cotton,500ml,N/A,65,110V,22
8675,Blue,,500ml,,250,220V,26
8676,Black,Steel,750ml,1L,65,N/A,-10
8677,,Steel,500ml,,250,,44
8678,Red,Metal,15.6,750ml,250,,4
8679,Red,Plastic,S,1L,250,230V,-8
8680,Black,Plastic,15.6,750ml,120,N/A,-4
8681,Red,,750ml,750ml,,N/A,-10
8682,Red,Steel,XXL,,N/A,110V,3
8683,Blue,Steel,XL,500ml,,,40
8684,Silver,Metal,XXL,N/A,,220V,-10
8685,Silver,Metal,L,,65,230V,47
8686,Red,Mesh,M,N/A,250,230V,-3
8687,Black,Cotton,XL,750ml,65,,21
8688,Black,Mesh,S,500ml,65,N/A,18
8689,Red,Cotton,,500ml,120,230V,43
8690,Silver,Metal,500ml,N/A,250,220V,7
8691,Black,Steel,15.6,,65,N/A,14
8692,Black,Metal,S,500ml,120,,2
8693,Grey,Steel,750ml,N/A,65,N/A,1
8694,White,Cotton,S,1L,120,N/A,16
8695,,Cotton,750ml,1L,,220V,42
8696,Grey,Cotton,L,,120,N/A,-8
8697,Black,Metal,XXL,500ml,65,N/A,-8
8698,Black,Cotton,L,500ml,N/A,230V,9
8699,,Steel,XL,,N/A,,34
8700,Black,Plastic,15.6,500ml,65,220V,36
8701,Silver,Cotton,XL,N/A,,230V,23
8702,Grey,Cotton,,500ml,,110V,32
8703,White,,500ml,500ml,,110V,-7
8704,Silver,Cotton,750ml,750ml,65,230V,26
8705,White,Steel,500ml,750ml,N/A,N/A,39
8706,White,,XXL,500ml,,N/A,0
8707,Black,Plastic,15.6,750ml,,220V,31
8708,Red,Plastic,L,750ml,65,230V,34
8709,,Plastic,750ml,1L,250,,-5
8710,White,Mesh,XXL,1L,N/A,110V,40
8711,Blue,Steel,15.6,750ml,N/A,230V,43
8712,Grey,Cotton,XL,500ml,120,,45
8713,Grey,Mesh,L,,65,110V,-12
8714,Grey,,M,500ml,N/A,,43
8715,White,Mesh,XXL,N/A,120,,32
8716,Black,,L,500ml,N/A,N/A,-8
8717,Black,Mesh,L,1L,,110V,41
8718,Blue,Plastic,S,750ml,N/A,230V,4
8719,Black,Metal,XL,1L,N/A,,42
8720,White,Metal,L,1L,250,,45
8721,Black,Plastic,15.6,,250,110V,4
8722,Silver,Cotton,M,500ml,N/A,110V,-9
8723,Silver,,500ml,1L,65,230V,0
8724,Silver,Plastic,15.6,750ml,120,,-4
8725,Black,Mesh,XXL,1L,65,230V,35
8726,,Steel,L,N/A,65,110V,-1
8727,White,Plastic,M,750ml,65,110V,13
8728,Blue,Mesh,750ml,750ml,65,N/A,36
8729,Grey,Plastic,M,1L,,220V,30
8730,Silver,Mesh,750ml,500ml,,110V,3
8731,Blue,Cotton,L,750ml,250,N/A,11
8732,Black,Metal,15.6,N/A,N/A,,-1
8733,,Cotton,M,,250,N/A,46
8734,White,,XL,1L,250,220V,27
8735,White,Cotton,500ml,500ml,250,N/A,14
8736,Silver,Plastic,M,,250,220V,28
8737,Red,,500ml,N/A,65,,30
8738,White,Cotton,500ml,,,,34
8739,White,Cotton,XL,750ml,65,230V,3
8740,Silver,,750ml,,65,230V,23
8741,Red,Mesh,XXL,,65,,42
8742,Silver,Plastic,XXL,750ml,250,220V,9
8743,Silver,Steel,M,,,,10
8744,Red,,L,750ml,,230V,-10
8745,Silver,Steel,,1L,65,230V,-3
8746,Silver,Cotton,750ml,1L,120,N/A,-5
8747,Grey,Mesh,M,750ml,120,,41
8748,White,Mesh,XL,500ml,65,230V,32
8749,Red,Cotton,L,1L,,220V,15
8750,Silver,Mesh,750ml,750ml,250,230V,-11
8751,,,M,1L,120,110V,11
8752,Silver,Steel,L,750ml,250,N/A,26
8753,White,Steel,15.6,500ml,65,230V,6
8754,Grey,Mesh,500ml,750ml,65,110V,10
8755,Blue,,XL,,120,110V,28
8756,Black,,XL,1L,250,230V,1
8757,Red,Metal,15.6,500ml,120,230V,-5
8758,,Mesh,15.6,,,230V,28
8759,Grey,Metal,15.6,750ml,N/A,,29
8760,Red,Plastic,M,750ml,120,N/A,15
8761,Red,Plastic,XXL,1L,250,230V,5
8762,Blue,Mesh,M,1L,N/A,110V,22
8763,Grey,,500ml,500ml,,220V,30
8764,Red,,XL,N/A,N/A,110V,-3
8765,,Cotton,,500ml,250,230V,-11
8766,,Cotton,XL,750ml,N/A,N/A,47
8767,Grey,Steel,XL,,120,110V,47
8768,Black,Plastic,XL,N/A,65,,31
8769,Black,,S,500ml,250,,-9
8770,,Mesh,L,,250,,13
8771,,Plastic,XL,1L,,N/A,-7
8772,White,Steel,L,1L,,220V,36
8773,Red,Mesh,750ml,,,110V,24
8774,White,Cotton,L,500ml,250,230V,5
8775,Black,Metal,500ml,,250,230V,42
8776,White,Plastic,,750ml,250,,-12
8777,Red,,750ml,,120,230V,-2
8778,Red,Cotton,XL,500ml,250,220V,31
8779,Red,Plastic,750ml,,65,,42
8780,Silver,Steel,XXL,,250,220V,5
8781,Black,Cotton,,,65,230V,40
8782,Blue,Metal,15.6,N/A,250,N/A,-7
8783,Black,,XXL,750ml,120,N/A,37
8784,Red,Metal,750ml,500ml,65,230V,21
8785,White,Plastic,S,,250,,-4
8786,Grey,Steel,500ml,750ml,N/A,220V,8
8787,Silver,Plastic,,750ml,120,220V,0
8788,Grey,Plastic,500ml,750ml,65,N/A,45
8789,Silver,,L,,65,220V,45
8790,White,Mesh,S,500ml,,110V,0
8791,White,Mesh,XL,1L,65,110V,45
8792,Black,Mesh,L,750ml,120,110V,16
8793,,Plastic,XL,1L,,N/A,36
8794,Silver,Metal,XXL,1L,N/A,230V,29
8795,White,Cotton,500ml,500ml,250,N/A,39
8796,Grey,Plastic,500ml,,,230V,15
8797,Red,,M,,250,230V,-3
8798,Blue,Steel,15.6,500ml,,110V,28
8799,White,Plastic,M,,120,N/A,7
8800,Red,Metal,XL,N/A,N/A,110V,27
8801,Blue,Steel,XXL,1L,,,43
8802,Silver,Cotton,S,500ml,65,220V,35
8803,Silver,Cotton,15.6,1L,250,110V,-10
8804,,Plastic,15.6,750ml,,230V,28
8805,Blue,,,N/A,250,N/A,-7
8806,Blue,Plastic,XXL,500ml,N/A,220V,4
8807,Black,Steel,XL,750ml,65,110V,34
8808,Black,Cotton,XL,1L,120,,-4
8809,Blue,,500ml,N/A,,N/A,39
8810,,Cotton,,750ml,65,220V,42
8811,White,Steel,750ml,1L,250,,36
8812,Blue,Mesh,L,1L,250,110V,28
8813,,Plastic,XL,,N/A,110V,-5
8814,White,Mesh,500ml,,65,110V,20
8815,Grey,Steel,15.6,500ml,65,110V,11
8816,,Metal,XXL,N/A,N/A,230V,21
8817,Black,Steel,750ml,500ml,,N/A,32
8818,Black,Plastic,,N/A,,,-6
8819,Blue,Mesh,XL,N/A,65,N/A,5
8820,Red,Steel,,N/A,,110V,17
8821,Silver,,S,500ml,65,220V,-12
8822,Black,Mesh,M,,65,110V,32
8823,Blue,Metal,500ml,500ml,N/A,230V,47
8824,Grey,Cotton,M,500ml,250,N/A,-10
8825,Silver,Mesh,500ml,,,N/A,-4
8826,Silver,Steel,M,500ml,,220V,29
8827,Red,Mesh,750ml,750ml,120,N/A,-11
8828,Silver,Cotton,S,1L,65,220V,23
8829,,,,500ml,120,230V,26
8830,Grey,Mesh,S,,250,,4
8831,Grey,Cotton,S,1L,250,220V,40
8832,White,Steel,500ml,1L,120,220V,-11
8833,Silver,Plastic,XL,500ml,N/A,,24
8834,White,Steel,XL,500ml,65,110V,46
8835,,Plastic,XXL,N/A,120,110V,-2
8836,Silver,Steel,L,N/A,65,110V,0
8837,Silver,Mesh,750ml,1L,250,230V,-1
8838,Black,Plastic,S,N/A,N/A,230V,5
8839,Black,Mesh,500ml,500ml,N/A,N/A,26
8840,Silver,Steel,L,750ml,N/A,110V,-5
8841,Red,Plastic,15.6,N/A,250,N/A,29
8842,,Cotton,,750ml,250,110V,31
8843,White,Steel,500ml,1L,120,,29
8844,Blue,Cotton,XL,N/A,250,110V,-9
8845,,Mesh,L,N/A,120,110V,2
8846,Red,Metal,XXL,1L,N/A,220V,-12
8847,Red,Steel,15.6,,250,N/A,22
8848,Grey,Steel,XL,750ml,120,230V,0
8849,Silver,,XL,750ml,120,110V,-7
8850,Grey,Mesh,L,1L,N/A,230V,16
8851,Blue,Mesh,L,750ml,,230V,20
8852,White,Mesh,,500ml,65,220V,9
8853,Red,Metal,750ml,,65,110V,26
8854,Grey,,XXL,,,N/A,4
8855,Silver,,S,1L,120,230V,47
8856,Red,Steel,750ml,N/A,250,,-12
8857,Blue,Plastic,XXL,500ml,,230V,-11
8858,Black,Steel,500ml,,,230V,3
8859,Black,Metal,M,1L,N/A,220V,14
8860,Silver,Mesh,L,N/A,120,220V,-6
8861,Red,Plastic,500ml,,,N/A,-11
8862,,Steel,XL,500ml,250,110V,10
8863,Grey,Steel,M,500ml,120,110V,3
8864,White,Steel,500ml,,120,110V,-2
8865,Grey,Cotton,S,500ml,,110V,31
8866,Grey,Cotton,S,1L,65,110V,-11
8867,White,Cotton,15.6,750ml,120,220V,17
8868,Grey,Steel,M,750ml,120,,11
8869,Silver,Metal,M,1L,,230V,26
8870,Silver,,S,1L,120,110V,22
8871,White,,XXL,N/A,250,,1
8872,Blue,,15.6,N/A,65,230V,5
8873,White,Cotton,,1L,120,230V,26
8874,Blue,,750ml,1L,120,N/A,-7
8875,,Steel,S,750ml,N/A,,-6
8876,Grey,Metal,XL,,120,,27
8877,Blue,Plastic,XXL,,120,,7
8878,Black,,XL,750ml,,,14
8879,Black,,500ml,N/A,250,110V,12
8880,Red,Plastic,500ml,N/A,N/A,220V,38
8881,Silver,Cotton,XXL,750ml,,110V,17
8882,Black,Metal,XL,N/A,250,110V,7
8883,Black,Mesh,S,N/A,120,230V,-2
8884,Silver,Cotton,15.6,500ml,N/A,230V,-11
8885,Silver,Steel,,N/A,65,N/A,27
8886,,Mesh,,500ml,N/A,230V,6
8887,Blue,Steel,500ml,N/A,120,230V,8
8888,Red,Mesh,500ml,500ml,,220V,46
8889,White,Steel,500ml,1L,250,N/A,-11
8890,White,Plastic,XL,500ml,120,110V,17
8891,White,Plastic,S,N/A,65,220V,-9
8892,Blue,Metal,15.6,1L,250,110V,5
8893,Blue,Plastic,,750ml,65,,17
8894,Red,Plastic,XXL,1L,65,230V,42
8895,White,Mesh,XL,500ml,65,110V,10
8896,White,,S,500ml,120,230V,16
8897,Red,Plastic,15.6,750ml,250,110V,-6
8898,Grey,Plastic,L,,N/A,110V,36
8899,Silver,Cotton,750ml,1L,N/A,N/A,46
8900,Grey,Steel,L,,N/A,110V,1
8901,Grey,Plastic,15.6,750ml,N/A,N/A,47
8902,White,Steel,,,250,220V,-12
8903,Grey,Metal,,500ml,120,230V,17
8904,Black,Mesh,750ml,1L,,,-4
8905,Red,Metal,S,750ml,,N/A,-2
8906,Blue,Steel,M,1L,65,N/A,31
8907,Red,Metal,M,N/A,250,,35
8908,,Metal,15.6,,N/A,N/A,47
8909,Grey,Cotton,S,N/A,120,230V,23
8910,Black,Cotton,,1L,N/A,N/A,18
8911,Red,Metal,750ml,,250,230V,35
8912,,Plastic,M,500ml,N/A,,-5
8913,Silver,Mesh,15.6,750ml,N/A,110V,22
8914,,Mesh,XL,1L,250,110V,21
8915,Black,Cotton,M,500ml,250,,42
8916,,,XXL,N/A,250,110V,16
8917,Silver,Plastic,S,,,230V,39
8918,Silver,,S,,65,110V,-2
8919,Silver,Mesh,15.6,500ml,,,39
8920,Silver,Metal,,1L,250,230V,25
8921,Grey,Metal,500ml,1L,65,,20
8922,Black,Metal,M,750ml,250,110V,35
8923,Silver,Plastic,500ml,,65,230V,38
8924,Silver,,XL,1L,120,,-8
8925,Grey,Plastic,15.6,1L,,,20
8926,Silver,Cotton,,1L,65,230V,39
8927,White,,500ml,500ml,N/A,220V,13
8928,Black,Mesh,XXL,N/A,,,9
8929,Silver,Cotton,M,500ml,65,230V,24
8930,,Mesh,S,750ml,65,220V,20
8931,Silver,Cotton,750ml,750ml,,110V,41
8932,Blue,,15.6,1L,120,230V,32
8933,White,Mesh,S,,250,N/A,-3
8934,Grey,Metal,L,750ml,250,110V,46
8935,White,,15.6,N/A,65,N/A,18
8936,Black,Plastic,,,N/A,,21
8937,,Mesh,500ml,1L,250,230V,-12
8938,Black,Plastic,,500ml,,,11
8939,Blue,Mesh,500ml,500ml,120,230V,28
8940,,Cotton,L,N/A,N/A,110V,14
8941,Grey,Metal,XL,N/A,120,110V,-3
8942,Grey,Mesh,500ml,500ml,N/A,230V,-2
8943,Blue,Steel,15.6,N/A,N/A,230V,13
8944,Blue,Plastic,S,,250,230V,45
8945,White,Metal,,750ml,N/A,N/A,1
8946,,Steel,750ml,,120,,19
8947,White,Mesh,XL,500ml,,230V,25
8948,,Cotton,S,N/A,250,,2
8949,Blue,,M,500ml,N/A,230V,38
8950,Blue,Cotton,XL,500ml,65,110V,30
8951,,Plastic,L,500ml,N/A,230V,41
8952,,Cotton,500ml,,120,N/A,-8
8953,,Cotton,XL,N/A,120,110V,27
8954,Grey,Steel,XXL,750ml,250,N/A,-11
8955,Grey,Cotton,S,,120,,24
8956,Silver,,750ml,,N/A,,-8
8957,White,Steel,750ml,,,230V,31
8958,Black,,L,750ml,250,220V,-6
8959,,Cotton,L,1L,N/A,N/A,6
8960,White,Plastic,15.6,500ml,N/A,110V,31
8961,,Mesh,,1L,65,110V,-6
8962,Black,,XXL,N/A,N/A,220V,16
8963,White,Steel,XXL,,N/A,N/A,41
8964,Grey,Metal,750ml,500ml,N/A,110V,28
8965,White,Steel,,750ml,N/A,230V,33
8966,Black,,L,500ml,,230V,11
8967,White,,500ml,N/A,N/A,N/A,35
8968,Red,,XXL,500ml,120,230V,7
8969,Black,Metal,S,500ml,120,220V,-5
8970,Silver,Steel,L,,,,6
8971,Red,Metal,XL,750ml,N/A,,37
8972,Blue,Metal,S,N/A,65,220V,11
8973,Black,Metal,XXL,N/A,N/A,110V,-1
8974,Red,Plastic,XL,500ml,,220V,43
8975,Red,Steel,L,N/A,120,110V,-12
8976,,Metal,S,,120,N/A,20
8977,,Steel,S,500ml,250,N/A,12
8978,,Steel,15.6,750ml,N/A,,10
8979,Blue,Plastic,XXL,1L,65,110V,26
8980,,Cotton,XXL,500ml,,230V,17
8981,Silver,Steel,M,1L,N/A,220V,20
8982,Blue,Metal,S,750ml,250,N/A,44
8983,Grey,Mesh,M,1L,120,,24
8984,Black,Plastic,XXL,,,230V,-10
8985,Blue,Steel,XXL,1L,N/A,N/A,41
8986,Silver,Mesh,,750ml,65,,-9
8987,Grey,Cotton,S,750ml,120,220V,7
8988,Red,Plastic,S,750ml,,,-6
8989,Red,,L,750ml,N/A,N/A,-12
8990,,Steel,500ml,750ml,120,N/A,24
8991,White,Plastic,L,750ml,65,230V,36
8992,White,Steel,750ml,500ml,120,N/A,36
8993,Grey,Mesh,15.6,1L,N/A,,28
8994,Grey,Metal,S,500ml,120,230V,29
8995,White,Plastic,XL,1L,250,,34
8996,Black,Mesh,15.6,500ml,,220V,1
8997,Grey,Mesh,500ml,1L,120,110V,9
8998,White,Metal,500ml,500ml,120,110V,22
8999,Grey,Plastic,500ml,,120,230V,6
9000,Red,,S,750ml,,220V,10
9001,,Metal,15.6,750ml,65,110V,39
9002,Red,,,500ml,,N/A,47
9003,White,,L,500ml,,220V,15
9004,Red,,15.6,N/A,120,,-4
9005,Black,Mesh,XXL,500ml,65,,42
9006,Blue,Mesh,500ml,,,,-5
9007,Black,Cotton,15.6,N/A,250,,23
9008,Blue,Plastic,L,750ml,250,,11
9009,Silver,Cotton,S,N/A,65,,18
9010,,Steel,M,750ml,120,,-7
9011,Grey,Metal,M,500ml,N/A,110V,6
9012,White,Plastic,XXL,1L,,,-10
9013,Silver,Metal,750ml,N/A,120,220V,-12
9014,,Cotton,750ml,500ml,65,230V,4
9015,White,Metal,M,N/A,250,230V,16
9016,White,Mesh,XXL,,N/A,110V,12
9017,Blue,Plastic,XL,500ml,,,21
9018,Blue,Metal,750ml,750ml,N/A,N/A,13
9019,Grey,Plastic,15.6,500ml,N/A,,2
9020,Blue,Mesh,L,1L,120,230V,31
9021,Red,Mesh,XL,1L,120,,37
9022,Blue,,L,750ml,250,230V,8
9023,Grey,Plastic,XXL,500ml,120,N/A,-7
9024,,Cotton,S,,N/A,230V,-2
9025,Silver,Cotton,L,,120,N/A,-3
9026,Silver,,S,750ml,65,220V,-8
9027,Red,Mesh,XXL,500ml,,N/A,5
9028,Grey,Mesh,,,250,N/A,39
9029,Black,Metal,XL,750ml,,110V,6
9030,Silver,Steel,XXL,N/A,,N/A,8
9031,White,Steel,15.6,,120,N/A,21
9032,,Mesh,XL,500ml,,230V,43
9033,White,Mesh,M,1L,N/A,,19
9034,,Metal,M,750ml,120,220V,23
9035,Grey,Mesh,XXL,N/A,120,110V,-7
9036,,Steel,750ml,,N/A,110V,10
9037,Blue,Plastic,15.6,500ml,65,110V,8
9038,Red,Cotton,750ml,,N/A,230V,45
9039,,Cotton,750ml,750ml,120,,-5
9040,White,Metal,XL,750ml,120,N/A,-7
9041,Silver,Mesh,XL,500ml,250,110V,27
9042,Red,Plastic,L,,250,N/A,43
9043,Grey,Metal,M,750ml,N/A,N/A,1
9044,White,Cotton,XXL,1L,N/A,230V,33
9045,Grey,Plastic,500ml,,120,N/A,24
9046,Blue,Steel,XL,N/A,65,N/A,23
9047,Grey,,500ml,500ml,N/A,N/A,40
9048,Blue,Plastic,15.6,750ml,,220V,27
9049,Black,Mesh,750ml,,65,220V,-6
9050,Silver,Steel,XXL,500ml,250,230V,36
9051,,Steel,15.6,1L,,230V,7
9052,,Mesh,15.6,,,110V,-10
9053,Red,Steel,,N/A,120,230V,-1
9054,Grey,Mesh,M,1L,250,220V,34
9055,Red,Cotton,,,,N/A,22
9056,Grey,Plastic,XL,,120,N/A,12
9057,Silver,Steel,S,1L,,,33
9058,White,Steel,L,1L,N/A,230V,-10
9059,Black,Steel,M,750ml,250,110V,-5
9060,White,Cotton,M,,250,,11
9061,Red,Steel,XL,750ml,65,230V,32
9062,Blue,Steel,XXL,1L,65,110V,19
9063,Silver,Metal,XL,,N/A,220V,-4
9064,,Metal,XL,1L,120,230V,8
9065,Black,Steel,M,500ml,250,220V,16
9066,Blue,,XXL,1L,,N/A,23
9067,White,Mesh,XXL,1L,250,110V,-5
9068,,Steel,S,500ml,65,,-4
9069,White,Cotton,XL,500ml,120,,22
9070,Black,Cotton,XL,N/A,250,,14
9071,Red,Plastic,,,65,,12
9072,,Cotton,,500ml,N/A,N/A,12
9073,,Cotton,15.6,N/A,65,N/A,19
9074,Black,Cotton,750ml,N/A,65,N/A,-4
9075,Grey,,S,N/A,250,230V,-1
9076,Silver,Plastic,500ml,N/A,120,N/A,39
9077,,Metal,,750ml,N/A,,7
9078,Silver,Plastic,15.6,,,,46
9079,Blue,Steel,500ml,N/A,120,110V,47
9080,Grey,Steel,500ml,N/A,N/A,N/A,35
9081,Grey,Plastic,XL,500ml,N/A,,29
9082,Blue,Plastic,XXL,750ml,250,230V,13
9083,Silver,Cotton,XL,N/A,250,,28
9084,,Mesh,500ml,,N/A,N/A,39
9085,Grey,Mesh,XL,1L,120,110V,-2
9086,Silver,Plastic,,750ml,120,N/A,37
9087,Black,Cotton,L,500ml,,110V,14
9088,Grey,Plastic,XXL,,250,N/A,14
9089,Silver,Plastic,500ml,N/A,N/A,230V,2
9090,Silver,Plastic,15.6,500ml,250,,1
9091,Grey,Plastic,M,500ml,N/A,110V,28
9092,Black,Mesh,750ml,,,,13
9093,Grey,,S,N/A,,230V,46
9094,Grey,,750ml,1L,250,,34
9095,Black,Plastic,L,,250,N/A,17
9096,Silver,Mesh,,1L,N/A,110V,8
9097,Black,Steel,750ml,500ml,250,110V,32
9098,,Metal,L,750ml,,220V,36
9099,Blue,,500ml,500ml,250,N/A,30
9100,,Mesh,,,120,,21
9101,Blue,Steel,S,,,230V,45
9102,Black,,L,N/A,65,220V,16
9103,Silver,Plastic,S,500ml,65,110V,28
9104,White,Steel,XL,750ml,,220V,9
9105,Black,Cotton,XL,,120,N/A,18
9106,Blue,Metal,XL,750ml,120,,8
9107,Grey,Steel,15.6,1L,250,230V,-5
9108,Grey,Mesh,S,N/A,120,220V,-2
9109,Black,Cotton,,500ml,250,,31
9110,,Metal,XL,N/A,N/A,220V,3
9111,Red,Cotton,M,N/A,N/A,N/A,35
9112,Blue,Steel,XXL,,N/A,220V,46
9113,Silver,Steel,,N/A,N/A,220V,14
9114,Black,,15.6,N/A,250,220V,40
9115,Black,Steel,,500ml,,N/A,12
9116,Silver,Mesh,XL,750ml,250,N/A,46
9117,Red,Steel,15.6,750ml,65,110V,10
9118,Silver,Metal,L,N/A,120,110V,45
9119,Red,Mesh,XXL,500ml,,230V,8
9120,Red,Steel,M,1L,N/A,230V,14
9121,Red,,,,250,230V,-11
9122,White,Mesh,XXL,N/A,65,110V,-10
9123,,Metal,,750ml,N/A,,35
9124,Silver,,750ml,1L,,220V,-8
9125,Blue,Cotton,L,500ml,65,220V,42
9126,,Steel,XL,1L,120,220V,1
9127,Silver,,750ml,500ml,250,110V,15
9128,Silver,Plastic,15.6,500ml,120,,44
9129,White,,XL,500ml,N/A,230V,7
9130,White,Metal,M,N/A,65,N/A,2
9131,Grey,Plastic,XXL,500ml,65,110V,40
9132,Silver,Cotton,,750ml,,N/A,-8
9133,,,L,1L,N/A,110V,11
9134,Blue,Metal,XXL,,N/A,110V,39
9135,White,Plastic,L,1L,250,110V,1
9136,,Steel,XL,,120,110V,0
9137,White,Mesh,L,1L,120,,34
9138,Grey,Steel,M,500ml,65,220V,47
9139,Blue,Mesh,,500ml,65,110V,41
9140,White,,500ml,N/A,250,N/A,-10
9141,Blue,,L,1L,65,,-5
9142,,Plastic,500ml,500ml,N/A,,24
9143,Grey,Plastic,,1L,250,110V,40
9144,White,Cotton,XXL,1L,120,N/A,44
9145,Red,Cotton,M,1L,65,110V,-12
9146,Black,Plastic,750ml,500ml,65,,39
9147,Black,Mesh,S,500ml,N/A,230V,40
9148,Silver,Metal,,750ml,N/A,220V,44
9149,Grey,,15.6,N/A,65,,25
9150,Red,,L,750ml,N/A,,17
9151,Silver,Steel,XL,,,110V,9
9152,Silver,Mesh,500ml,500ml,65,110V,29
9153,,,XL,500ml,,N/A,31
9154,Blue,Steel,XXL,,250,110V,29
9155,Silver,Steel,,750ml,120,230V,6
9156,Grey,,,N/A,,N/A,24
9157,Silver,Steel,XL,,250,230V,26
9158,Red,Plastic,M,1L,65,110V,2
9159,Silver,Steel,M,500ml,,110V,-3
9160,,,15.6,N/A,250,110V,32
9161,Silver,Steel,15.6,500ml,,N/A,6
9162,White,Cotton,XL,N/A,250,110V,3
9163,Red,Plastic,XXL,1L,120,110V,43
9164,Red,Metal,XL,500ml,,230V,-1
9165,Blue,Steel,L,1L,,,17
9166,,,XXL,750ml,65,N/A,12
9167,White,Steel,XL,N/A,N/A,,-2
9168,Grey,Steel,750ml,1L,,220V,17
9169,Grey,Steel,500ml,1L,250,,-5
9170,Blue,Plastic,XXL,1L,N/A,,20
9171,Silver,Cotton,750ml,500ml,,,19
9172,Blue,Cotton,L,,65,,43
9173,White,Mesh,XL,750ml,120,,-1
9174,Grey,Mesh,L,1L,,220V,11
9175,White,Cotton,15.6,N/A,250,110V,2
9176,Blue,Metal,M,,N/A,220V,33
9177,Red,Mesh,500ml,500ml,120,N/A,44
9178,Silver,Metal,XL,,120,220V,6
9179,Black,Metal,,500ml,,220V,41
9180,Grey,Steel,S,,65,230V,30
9181,Blue,Plastic,15.6,,65,,-11
9182,,Steel,L,,N/A,230V,-12
9183,Grey,Steel,XL,500ml,120,230V,28
9184,Grey,Metal,15.6,,65,110V,5
9185,Blue,Mesh,XL,N/A,,230V,29
9186,Black,Cotton,M,1L,120,110V,8
9187,Black,Cotton,500ml,1L,N/A,220V,46
9188,White,,L,750ml,65,110V,17
9189,,Cotton,L,1L,N/A,230V,10
9190,Black,Metal,L,N/A,120,220V,22
9191,White,,750ml,,N/A,110V,41
9192,Silver,Plastic,XXL,1L,N/A,,0
