transaction_id,account_id,transaction_date,transaction_type,amount,currency,status,source_system
TXN0000862,ACC000862,5/12/2026,DEBIT,2077.5,USD,COMPLETED,ERP_CORE
TXN0000863,ACC000863,5/13/2026,CREDIT,2078.75,USD,COMPLETED,ERP_CORE
TXN0000864,ACC000864,5/14/2026,DEBIT,2080,USD,COMPLETED,ERP_CORE
TXN0000865,ACC000865,5/15/2026,CREDIT,2081.25,USD,COMPLETED,ERP_CORE
TXN0000866,ACC000866,5/16/2026,DEBIT,2082.5,USD,COMPLETED,ERP_CORE
TXN0000867,ACC000867,5/17/2026,CREDIT,2083.75,USD,COMPLETED,ERP_CORE
TXN0000868,ACC000868,5/18/2026,DEBIT,2085,USD,COMPLETED,ERP_CORE
TXN0000869,ACC000869,5/19/2026,CREDIT,2086.25,USD,COMPLETED,ERP_CORE
TXN0000870,ACC000870,5/20/2026,DEBIT,2087.5,USD,COMPLETED,ERP_CORE
TXN0000871,ACC000871,5/21/2026,CREDIT,2088.75,USD,COMPLETED,ERP_CORE
TXN0000872,ACC000872,5/22/2026,DEBIT,2090,USD,COMPLETED,ERP_CORE
TXN0000873,ACC000873,5/23/2026,CREDIT,2091.25,USD,COMPLETED,ERP_CORE
TXN0000874,ACC000874,5/24/2026,DEBIT,2092.5,USD,COMPLETED,ERP_CORE
TXN0000875,ACC000875,5/25/2026,CREDIT,2093.75,USD,COMPLETED,ERP_CORE
TXN0000876,ACC000876,5/26/2026,DEBIT,2095,USD,COMPLETED,ERP_CORE
TXN0000877,ACC000877,5/27/2026,CREDIT,2096.25,USD,COMPLETED,ERP_CORE
TXN0000878,ACC000878,5/28/2026,DEBIT,2097.5,USD,COMPLETED,ERP_CORE
TXN0000879,ACC000879,5/29/2026,CREDIT,2098.75,USD,COMPLETED,ERP_CORE
TXN0000880,ACC000880,5/30/2026,DEBIT,2100,USD,COMPLETED,ERP_CORE
TXN0000881,ACC000881,5/31/2026,CREDIT,2101.25,USD,COMPLETED,ERP_CORE
TXN0000882,ACC000882,6/1/2026,DEBIT,2102.5,USD,COMPLETED,ERP_CORE
TXN0000883,ACC000883,6/2/2026,CREDIT,2103.75,USD,COMPLETED,ERP_CORE
TXN0000884,ACC000884,6/3/2026,DEBIT,2105,USD,COMPLETED,ERP_CORE
TXN0000885,ACC000885,6/4/2026,CREDIT,2106.25,USD,COMPLETED,ERP_CORE
TXN0000886,ACC000886,6/5/2026,DEBIT,2107.5,USD,COMPLETED,ERP_CORE
TXN0000887,ACC000887,6/6/2026,CREDIT,2108.75,USD,COMPLETED,ERP_CORE
TXN0000888,ACC000888,6/7/2026,DEBIT,2110,USD,COMPLETED,ERP_CORE
TXN0000889,ACC000889,6/8/2026,CREDIT,2111.25,USD,COMPLETED,ERP_CORE
TXN0000890,ACC000890,6/9/2026,DEBIT,2112.5,USD,COMPLETED,ERP_CORE
TXN0000891,ACC000891,6/10/2026,CREDIT,2113.75,USD,COMPLETED,ERP_CORE
TXN0000892,ACC000892,6/11/2026,DEBIT,2115,USD,COMPLETED,ERP_CORE
TXN0000893,ACC000893,6/12/2026,CREDIT,2116.25,USD,COMPLETED,ERP_CORE
TXN0000894,ACC000894,6/13/2026,DEBIT,2117.5,USD,COMPLETED,ERP_CORE
TXN0000895,ACC000895,6/14/2026,CREDIT,2118.75,USD,COMPLETED,ERP_CORE
TXN0000896,ACC000896,6/15/2026,DEBIT,2120,USD,COMPLETED,ERP_CORE
TXN0000897,ACC000897,6/16/2026,CREDIT,2121.25,USD,COMPLETED,ERP_CORE
TXN0000898,ACC000898,6/17/2026,DEBIT,2122.5,USD,COMPLETED,ERP_CORE
TXN0000899,ACC000899,6/18/2026,DEBIT,2133.75,USD,COMPLETED,ERP_CORE
TXN0000900,ACC000900,6/19/2026,CREDIT,2225,USD,COMPLETED,ERP_CORE
